country,year,n_news,n_images_people,male_total,female_total,people_total,female_ratio,v2x_polyarchy,v2x_libdem,v2x_egaldem,v2fsuffrage,v2lgqugen,v2lgfemleg,v2x_civlib,v2x_clpol,v2x_clphy
AGO,2022,304,304,1638,445,2083,0.213634181469035,0.327,0.154,0.132,100.0,1.0,33.64,0.602,0.573,0.652
AGO,2023,300,300,1531,356,1887,0.1886592474827769,0.33,0.157,0.14,100.0,1.0,33.64,0.598,0.559,0.652
AGO,2024,269,269,1422,309,1731,0.1785095320623916,0.34,0.164,0.138,100.0,1.0,39.6,0.624,0.593,0.699
ALB,2017,11,11,65,15,80,0.1875,0.537,0.44,0.384,100.0,2.0,27.86,0.889,0.836,0.958
ALB,2022,1,2,4,0,4,0.0,0.52,0.433,0.39,100.0,2.0,35.7,0.886,0.806,0.934
ALB,2024,15,29,201,87,288,0.3020833333333333,0.507,0.396,0.367,100.0,2.0,35.7,0.876,0.783,0.95
AND,2009,162,219,994,142,1136,0.125,,,,,,,,,
AND,2010,483,717,3429,525,3954,0.1327769347496206,,,,,,,,,
AND,2011,236,252,1113,206,1319,0.1561789234268385,,,,,,,,,
AND,2012,351,351,1435,311,1746,0.1781214203894616,,,,,,,,,
AND,2013,337,337,1507,332,1839,0.1805328983143012,,,,,,,,,
AND,2014,395,395,1893,405,2298,0.1762402088772846,,,,,,,,,
AND,2015,382,443,1838,443,2281,0.1942130644454186,,,,,,,,,
AND,2016,465,465,2194,646,2840,0.2274647887323943,,,,,,,,,
AND,2017,542,542,2245,682,2927,0.2330030748206354,,,,,,,,,
AND,2018,567,567,2631,789,3420,0.2307017543859649,,,,,,,,,
AND,2019,571,592,2923,964,3887,0.2480061744275791,,,,,,,,,
AND,2020,723,735,2237,685,2922,0.2344284736481861,,,,,,,,,
AND,2021,808,835,2776,960,3736,0.2569593147751606,,,,,,,,,
AND,2022,779,809,3462,1300,4762,0.2729945401091978,,,,,,,,,
AND,2023,775,819,3609,1334,4943,0.2698765931620473,,,,,,,,,
AND,2024,698,1062,5237,2034,7271,0.2797414385916655,,,,,,,,,
ARE,2024,1,1,1,0,1,0.0,0.103,0.078,0.125,36.0,4.0,50.0,0.351,0.118,0.643
ARG,2015,76,284,1198,191,1389,0.1375089992800576,0.776,0.601,0.613,100.0,3.0,35.8,0.879,0.883,0.839
ARG,2016,441,1852,9874,2086,11960,0.1744147157190635,0.753,0.616,0.598,100.0,3.0,38.91,0.892,0.921,0.843
ARG,2017,487,1841,9231,1612,10843,0.1486673429862584,0.754,0.612,0.584,100.0,3.0,38.91,0.875,0.914,0.794
ARG,2018,389,1370,6975,1168,8143,0.1434360800687707,0.783,0.637,0.621,100.0,3.0,38.82,0.891,0.91,0.842
ARG,2019,313,1082,5703,1019,6722,0.1515917881582862,0.788,0.626,0.623,100.0,3.0,40.86,0.874,0.909,0.811
ARG,2020,298,793,3689,594,4283,0.1386878356292318,0.805,0.644,0.626,100.0,3.0,42.41,0.886,0.914,0.9
ARG,2021,453,1263,5137,921,6058,0.1520303730604159,0.797,0.64,0.623,100.0,3.0,40.86,0.872,0.91,0.895
ARG,2022,425,1655,7955,1749,9704,0.180234954657873,0.832,0.661,0.655,100.0,3.0,44.75,0.875,0.934,0.823
ARG,2023,342,1526,7935,1601,9536,0.1678901006711409,0.838,0.695,0.676,100.0,3.0,43.19,0.907,0.939,0.882
ARG,2024,293,1392,6904,1588,8492,0.1869995289684408,0.712,0.553,0.539,100.0,3.0,42.4,0.854,0.827,0.882
ARM,2003,2,2,2,0,2,0.0,0.352,0.188,0.292,100.0,1.0,4.58,0.705,0.735,0.539
ARM,2004,1,1,1,0,1,0.0,0.343,0.185,0.288,100.0,1.0,4.58,0.679,0.73,0.467
ARM,2005,3,3,7,0,7,0.0,0.344,0.189,0.288,100.0,1.0,4.58,0.727,0.731,0.604
ARM,2006,1,1,12,0,12,0.0,0.339,0.187,0.287,100.0,1.0,4.58,0.725,0.726,0.604
ARM,2007,60,97,441,39,480,0.08125,0.347,0.189,0.288,100.0,3.0,9.16,0.724,0.717,0.604
ARM,2008,118,232,944,73,1017,0.071779744346116,0.316,0.173,0.273,100.0,3.0,8.4,0.642,0.642,0.448
ARM,2009,131,284,1374,100,1474,0.0678426051560379,0.318,0.18,0.279,100.0,3.0,9.16,0.752,0.694,0.724
ARM,2010,69,123,713,47,760,0.0618421052631578,0.33,0.188,0.285,100.0,3.0,9.16,0.787,0.724,0.772
ARM,2014,20,20,154,27,181,0.149171270718232,0.343,0.204,0.282,100.0,3.0,10.69,0.778,0.686,0.789
ARM,2015,171,171,1003,169,1172,0.14419795221843,0.345,0.204,0.281,100.0,3.0,10.69,0.784,0.698,0.789
ARM,2016,133,133,737,71,808,0.0878712871287128,0.349,0.204,0.283,100.0,3.0,10.7,0.783,0.701,0.789
ARM,2017,132,132,513,47,560,0.0839285714285714,0.382,0.221,0.302,100.0,3.0,18.1,0.797,0.727,0.79
ARM,2018,500,5027,27328,3287,30615,0.1073656704229952,0.522,0.404,0.441,100.0,3.0,24.24,0.886,0.852,0.921
ARM,2019,624,5120,28342,3588,31930,0.1123708111493893,0.793,0.623,0.673,100.0,3.0,23.48,0.901,0.89,0.927
ARM,2020,580,2906,13916,1724,15640,0.110230179028133,0.779,0.584,0.642,100.0,3.0,22.73,0.901,0.889,0.927
ARM,2021,542,3233,15054,1608,16662,0.0965070219661505,0.726,0.538,0.606,100.0,3.0,33.64,0.882,0.871,0.893
ARM,2022,533,4118,21063,2427,23490,0.1033205619412516,0.65,0.443,0.546,100.0,3.0,35.5,0.882,0.872,0.914
ARM,2023,610,5353,29823,4393,34216,0.1283902267944821,0.635,0.419,0.507,100.0,3.0,35.51,0.839,0.842,0.834
ARM,2024,515,5645,29389,4705,34094,0.1380008212588725,0.623,0.414,0.505,100.0,3.0,36.5,0.822,0.839,0.818
AUS,2015,1,1,3,0,3,0.0,0.872,0.829,0.761,100.0,0.0,26.67,0.942,0.947,0.979
AUS,2018,1,1,0,2,2,1.0,0.858,0.813,0.748,100.0,0.0,30.0,0.931,0.939,0.959
AUS,2019,5,7,42,14,56,0.25,0.825,0.779,0.712,100.0,0.0,30.46,0.921,0.917,0.949
AUS,2020,41,81,322,111,433,0.2563510392609699,0.843,0.797,0.716,100.0,0.0,31.13,0.923,0.933,0.949
AUS,2021,47,83,352,163,515,0.316504854368932,0.832,0.785,0.703,100.0,0.0,31.13,0.913,0.927,0.949
AUS,2022,37,68,255,116,371,0.3126684636118598,0.851,0.8,0.726,100.0,0.0,38.4,0.921,0.93,0.949
AUS,2023,12,22,74,25,99,0.2525252525252525,0.855,0.804,0.728,100.0,0.0,38.41,0.922,0.926,0.949
AUS,2024,7,22,96,45,141,0.3191489361702128,0.857,0.808,0.731,100.0,0.0,38.0,0.923,0.932,0.949
AUT,2018,69,116,699,187,886,0.2110609480812641,0.857,0.784,0.761,100.0,0.0,37.16,0.932,0.946,0.963
AUT,2019,81,129,720,268,988,0.2712550607287449,0.863,0.796,0.768,100.0,0.0,39.34,0.921,0.951,0.968
AUT,2020,14,16,59,22,81,0.2716049382716049,0.86,0.789,0.763,100.0,0.0,39.89,0.927,0.953,0.978
AUT,2021,33,39,141,41,182,0.2252747252747252,0.852,0.783,0.75,100.0,0.0,40.44,0.928,0.948,0.978
AUT,2022,18,28,116,80,196,0.4081632653061224,0.838,0.762,0.739,100.0,0.0,40.44,0.919,0.932,0.968
AUT,2023,52,65,255,163,418,0.3899521531100478,0.846,0.777,0.751,100.0,0.0,40.98,0.928,0.945,0.968
AUT,2024,87,96,443,138,581,0.2375215146299483,0.839,0.762,0.726,100.0,0.0,41.0,0.911,0.928,0.928
AZE,2010,61,136,750,30,780,0.0384615384615384,0.211,0.07,0.141,100.0,0.0,16.0,0.42,0.297,0.375
AZE,2011,63,160,645,43,688,0.0625,0.209,0.068,0.141,100.0,0.0,16.0,0.412,0.292,0.351
AZE,2012,84,248,1164,69,1233,0.0559610705596107,0.207,0.068,0.14,100.0,0.0,16.0,0.412,0.289,0.351
AZE,2013,70,257,1430,73,1503,0.0485695276114437,0.202,0.068,0.145,100.0,0.0,16.0,0.457,0.278,0.48
AZE,2014,95,410,2571,137,2708,0.0505908419497784,0.195,0.065,0.143,100.0,0.0,15.57,0.444,0.255,0.48
AZE,2015,85,395,2660,409,3069,0.13326816552623,0.194,0.064,0.142,100.0,0.0,16.81,0.433,0.251,0.471
AZE,2016,95,428,1871,205,2076,0.098747591522158,0.199,0.061,0.126,100.0,0.0,16.81,0.398,0.247,0.416
AZE,2017,105,433,2185,137,2322,0.0590008613264427,0.199,0.067,0.129,100.0,0.0,16.81,0.435,0.28,0.5
AZE,2018,167,554,2903,280,3183,0.0879673264216148,0.192,0.059,0.122,100.0,0.0,16.81,0.388,0.246,0.416
AZE,2019,312,834,4245,390,4635,0.0841423948220064,0.193,0.062,0.124,100.0,0.0,16.81,0.415,0.257,0.474
AZE,2020,277,611,2302,284,2586,0.1098221191028615,0.193,0.065,0.123,100.0,0.0,17.36,0.405,0.255,0.466
AZE,2021,231,688,3400,394,3794,0.1038481813389562,0.194,0.065,0.119,100.0,0.0,18.18,0.412,0.288,0.462
AZE,2022,316,1150,6604,1047,7651,0.1368448568814534,0.185,0.062,0.107,100.0,0.0,18.64,0.351,0.228,0.353
AZE,2023,140,582,3230,293,3523,0.0831677547544706,0.187,0.062,0.118,100.0,0.0,18.64,0.357,0.226,0.388
AZE,2024,156,726,3841,335,4176,0.0802203065134099,0.175,0.054,0.112,100.0,0.0,18.1,0.305,0.15,0.39
BDI,2016,5,5,18,7,25,0.28,0.165,0.046,0.115,100.0,4.0,36.36,0.117,0.088,0.027
BDI,2017,209,371,2819,425,3244,0.1310110974106041,0.157,0.047,0.109,100.0,4.0,36.36,0.123,0.072,0.031
BDI,2018,151,191,1598,300,1898,0.1580611169652265,0.157,0.044,0.101,100.0,4.0,36.36,0.141,0.081,0.027
BDI,2019,74,74,555,129,684,0.1885964912280701,0.158,0.053,0.112,100.0,4.0,36.36,0.144,0.092,0.027
BDI,2020,135,135,1003,214,1217,0.1758422350041084,0.168,0.051,0.108,100.0,4.0,38.21,0.174,0.117,0.027
BDI,2021,242,242,1480,306,1786,0.1713325867861142,0.181,0.07,0.115,100.0,4.0,38.21,0.21,0.146,0.067
BDI,2022,266,266,1460,345,1805,0.1911357340720221,0.19,0.08,0.112,100.0,4.0,38.3,0.28,0.177,0.128
BDI,2023,247,247,1514,356,1870,0.1903743315508021,0.187,0.063,0.107,100.0,4.0,38.21,0.257,0.172,0.102
BDI,2024,208,219,1493,293,1786,0.164053751399776,0.175,0.072,0.091,100.0,4.0,38.2,0.253,0.15,0.102
BEL,2020,1,1,1,1,2,0.5,0.897,0.828,0.829,100.0,3.0,42.0,0.954,0.963,0.981
BEL,2021,2,2,8,1,9,0.1111111111111111,0.898,0.829,0.833,100.0,3.0,42.0,0.955,0.961,0.981
BEL,2024,1,1,0,1,1,1.0,0.886,0.805,0.818,100.0,3.0,41.3,0.955,0.963,0.981
BEN,2019,151,170,1061,262,1323,0.1980347694633409,0.456,0.336,0.368,100.0,4.0,7.23,0.843,0.732,0.89
BEN,2020,306,530,2757,651,3408,0.1910211267605633,0.411,0.283,0.338,100.0,4.0,8.43,0.816,0.702,0.847
BEN,2021,343,1369,8105,1782,9887,0.1802366744209568,0.395,0.276,0.328,100.0,4.0,8.43,0.81,0.679,0.847
BEN,2022,351,1608,10608,2412,13020,0.1852534562211981,0.435,0.293,0.35,100.0,4.0,7.4,0.828,0.749,0.847
BEN,2023,331,2068,14592,3634,18226,0.1993854932513991,0.493,0.321,0.383,100.0,4.0,26.61,0.828,0.737,0.847
BEN,2024,329,2207,14656,4425,19081,0.2319060845867617,0.501,0.329,0.394,100.0,4.0,26.6,0.838,0.756,0.854
BFA,2019,133,1070,7972,1852,9824,0.1885179153094462,0.657,0.482,0.422,100.0,2.0,13.39,0.825,0.875,0.852
BFA,2020,129,1130,7810,1560,9370,0.1664887940234792,0.663,0.487,0.426,100.0,1.0,6.3,0.821,0.882,0.839
BFA,2021,168,1566,9686,1896,11582,0.1637022966672423,0.628,0.455,0.401,100.0,1.0,6.3,0.829,0.87,0.839
BFA,2022,82,912,6320,1502,7822,0.1920225006392227,0.274,0.226,0.227,0.0,1.0,16.9,0.78,0.796,0.839
BGR,2011,1,1,0,2,2,1.0,0.672,0.565,0.524,100.0,0.0,20.83,0.896,0.871,0.938
BGR,2012,71,81,392,61,453,0.1346578366445916,0.663,0.562,0.515,100.0,0.0,20.83,0.884,0.87,0.895
BGR,2013,218,348,1946,320,2266,0.1412180052956752,0.657,0.544,0.511,100.0,0.0,24.58,0.861,0.814,0.898
BGR,2014,263,486,2688,385,3073,0.1252847380410023,0.677,0.565,0.524,100.0,0.0,20.42,0.873,0.827,0.917
BGR,2015,137,293,1430,215,1645,0.1306990881458966,0.669,0.568,0.514,100.0,0.0,20.42,0.862,0.818,0.903
BGR,2016,55,111,442,54,496,0.1088709677419354,0.669,0.562,0.515,100.0,0.0,19.17,0.856,0.814,0.899
BGR,2017,253,555,2851,915,3766,0.242963356346256,0.624,0.526,0.48,100.0,0.0,23.75,0.85,0.799,0.895
BGR,2018,486,1431,7468,2567,10035,0.2558046836073742,0.614,0.514,0.473,100.0,0.0,25.83,0.843,0.788,0.895
BGR,2019,205,359,1869,568,2437,0.2330734509643003,0.614,0.51,0.461,100.0,0.0,26.67,0.847,0.796,0.895
BGR,2020,240,329,1101,323,1424,0.2268258426966292,0.603,0.498,0.446,100.0,0.0,27.08,0.849,0.797,0.895
BGR,2021,376,442,1742,479,2221,0.2156686177397568,0.666,0.553,0.5,100.0,0.0,24.58,0.868,0.842,0.895
BGR,2022,370,646,3075,1165,4240,0.2747641509433962,0.694,0.614,0.55,100.0,0.0,24.17,0.897,0.868,0.943
BGR,2023,329,768,3597,1677,5274,0.3179749715585893,0.67,0.585,0.518,100.0,0.0,24.17,0.884,0.838,0.921
BGR,2024,263,574,2911,1295,4206,0.3078934854969092,0.646,0.508,0.427,100.0,0.0,26.7,0.842,0.855,0.846
BHR,2009,7,9,43,5,48,0.1041666666666666,0.221,0.087,0.15,36.0,0.0,2.5,0.451,0.44,0.436
BHR,2010,9,12,40,11,51,0.2156862745098039,0.216,0.083,0.147,36.0,0.0,10.0,0.435,0.417,0.407
BHR,2011,5,5,9,3,12,0.25,0.17,0.045,0.117,36.0,0.0,10.0,0.185,0.163,0.106
BHR,2012,95,221,806,141,947,0.1488912354804646,0.159,0.043,0.114,36.0,0.0,10.0,0.191,0.141,0.151
BHR,2013,174,650,3129,709,3838,0.1847316310578426,0.158,0.043,0.113,36.0,0.0,2.5,0.194,0.133,0.161
BHR,2014,227,1117,6002,1162,7164,0.1621998883305416,0.156,0.044,0.113,36.0,0.0,7.5,0.198,0.133,0.179
BHR,2015,200,1304,6710,1334,8044,0.1658378915962207,0.134,0.043,0.108,36.0,0.0,7.5,0.222,0.127,0.256
BHR,2016,170,1225,6885,1592,8477,0.1878022885454759,0.13,0.044,0.111,36.0,0.0,7.5,0.219,0.105,0.256
BHR,2017,229,1290,6860,1519,8379,0.1812865497076023,0.122,0.042,0.116,36.0,0.0,7.5,0.203,0.086,0.23
BHR,2018,184,1159,6405,1736,8141,0.2132416165090283,0.118,0.043,0.111,80.0,0.0,15.0,0.214,0.077,0.266
BHR,2019,160,1005,5539,1593,7132,0.2233595064498037,0.117,0.05,0.109,80.0,0.0,15.0,0.266,0.101,0.341
BHR,2020,282,857,4266,1200,5466,0.2195389681668496,0.117,0.051,0.11,80.0,0.0,15.0,0.278,0.111,0.341
BHR,2021,510,1425,4681,1939,6620,0.2929003021148036,0.12,0.053,0.112,80.0,0.0,15.0,0.279,0.12,0.341
BHR,2022,585,1586,7015,2443,9458,0.2582998519771622,0.123,0.054,0.113,80.0,0.0,20.0,0.276,0.111,0.341
BHR,2023,614,1844,9066,2641,11707,0.2255915264371743,0.124,0.053,0.112,75.0,0.0,20.0,0.28,0.121,0.341
BHR,2024,400,1908,9739,3332,13071,0.2549154617091271,0.124,0.052,0.113,75.0,0.0,20.0,0.28,0.121,0.341
BHS,2015,3,6,36,10,46,0.217391304347826,,,,,,,,,
BHS,2016,251,445,2499,664,3163,0.2099272842238381,,,,,,,,,
BHS,2017,242,434,2206,650,2856,0.2275910364145658,,,,,,,,,
BHS,2018,41,56,327,100,427,0.234192037470726,,,,,,,,,
BHS,2019,16,36,163,36,199,0.1809045226130653,,,,,,,,,
BHS,2020,13,21,58,13,71,0.1830985915492957,,,,,,,,,
BHS,2021,37,72,336,59,395,0.1493670886075949,,,,,,,,,
BHS,2022,51,86,388,76,464,0.1637931034482758,,,,,,,,,
BHS,2023,62,84,372,123,495,0.2484848484848484,,,,,,,,,
BHS,2024,102,137,576,234,810,0.2888888888888888,,,,,,,,,
BIH,2012,35,151,1029,125,1154,0.108318890814558,0.573,0.38,0.402,100.0,1.0,21.43,0.862,0.839,0.871
BIH,2013,54,246,1584,231,1815,0.1272727272727272,0.563,0.376,0.394,100.0,1.0,16.67,0.852,0.826,0.871
BIH,2014,41,233,1461,209,1670,0.1251497005988024,0.56,0.375,0.392,100.0,3.0,21.43,0.857,0.816,0.871
BIH,2015,19,64,387,51,438,0.1164383561643835,0.549,0.369,0.376,100.0,3.0,21.43,0.853,0.811,0.871
BIH,2016,4,7,25,3,28,0.1071428571428571,0.554,0.364,0.386,100.0,3.0,21.43,0.849,0.807,0.879
BIH,2020,173,335,1284,342,1626,0.2103321033210332,0.524,0.34,0.367,100.0,3.0,26.19,0.816,0.77,0.829
BIH,2021,444,860,4361,969,5330,0.1818011257035647,0.517,0.335,0.362,100.0,3.0,26.19,0.819,0.766,0.856
BIH,2022,842,1683,10105,2169,12274,0.1767150073325729,0.521,0.344,0.36,100.0,3.0,19.05,0.812,0.778,0.856
BIH,2023,1082,2445,13882,3365,17247,0.1951063953151272,0.504,0.337,0.358,100.0,3.0,19.05,0.812,0.729,0.894
BIH,2024,749,1506,8341,2314,10655,0.2171750351947442,0.508,0.342,0.357,100.0,3.0,19.1,0.811,0.731,0.908
BLR,2000,1,3,11,0,11,0.0,0.297,0.107,0.297,100.0,0.0,10.31,0.487,0.438,0.306
BLR,2011,11,17,109,6,115,0.0521739130434782,0.216,0.094,0.262,100.0,0.0,31.82,0.561,0.302,0.652
BLR,2012,10,30,179,10,189,0.0529100529100529,0.221,0.094,0.265,100.0,0.0,26.36,0.561,0.311,0.653
BLR,2013,54,98,462,35,497,0.0704225352112676,0.242,0.099,0.277,100.0,0.0,26.36,0.589,0.353,0.684
BLR,2014,89,169,985,123,1108,0.1110108303249097,0.245,0.099,0.279,100.0,0.0,27.27,0.593,0.366,0.684
BLR,2015,126,195,1028,124,1152,0.1076388888888889,0.25,0.102,0.282,100.0,0.0,27.27,0.593,0.37,0.684
BLR,2016,200,300,1768,269,2037,0.1320569464899361,0.256,0.108,0.282,100.0,0.0,34.55,0.627,0.427,0.702
BLR,2017,153,300,1712,284,1996,0.1422845691382765,0.256,0.109,0.283,100.0,0.0,34.55,0.638,0.412,0.732
BLR,2018,96,199,1069,193,1262,0.152931854199683,0.257,0.112,0.274,100.0,0.0,34.55,0.644,0.401,0.776
BLR,2019,101,176,1003,158,1161,0.136089577950043,0.26,0.111,0.275,100.0,0.0,40.0,0.647,0.411,0.776
BLR,2020,77,135,565,82,647,0.1267387944358578,0.211,0.046,0.244,100.0,0.0,40.0,0.227,0.185,0.085
BLR,2021,105,122,512,51,563,0.0905861456483126,0.173,0.036,0.223,100.0,0.0,40.0,0.194,0.059,0.132
BLR,2022,108,151,608,78,686,0.1137026239067055,0.172,0.037,0.227,100.0,0.0,40.0,0.202,0.054,0.14
BLR,2023,94,181,788,78,866,0.0900692840646651,0.157,0.035,0.221,100.0,0.0,40.0,0.21,0.036,0.14
BLR,2024,135,1560,7531,1333,8864,0.1503835740072202,0.161,0.036,0.226,100.0,0.0,33.6,0.213,0.036,0.14
BLZ,2019,6,6,40,10,50,0.2,,,,,,,,,
BLZ,2020,23,30,101,12,113,0.1061946902654867,,,,,,,,,
BLZ,2021,107,136,658,81,739,0.1096075778078484,,,,,,,,,
BLZ,2022,160,208,1168,254,1422,0.1786216596343178,,,,,,,,,
BLZ,2023,151,207,1273,317,1590,0.1993710691823899,,,,,,,,,
BLZ,2024,115,150,935,281,1216,0.2310855263157894,,,,,,,,,
BOL,2013,37,40,179,28,207,0.1352657004830917,0.661,0.4,0.452,100.0,3.0,22.31,0.833,0.811,0.892
BOL,2014,151,151,765,175,940,0.1861702127659574,0.646,0.389,0.443,100.0,3.0,53.08,0.833,0.804,0.892
BOL,2015,187,199,927,263,1190,0.2210084033613445,0.617,0.372,0.42,100.0,3.0,53.08,0.842,0.799,0.925
BOL,2016,187,705,4048,869,4917,0.1767337807606264,0.619,0.372,0.416,100.0,3.0,53.08,0.837,0.796,0.902
BOL,2017,231,1089,6412,1415,7827,0.1807844640347515,0.615,0.366,0.417,100.0,3.0,53.08,0.839,0.791,0.926
BOL,2018,176,982,5452,1127,6579,0.1713026295789633,0.598,0.345,0.404,100.0,3.0,53.08,0.837,0.782,0.926
BOL,2019,233,1100,6770,1565,8335,0.1877624475104979,0.481,0.254,0.307,100.0,3.0,53.08,0.703,0.673,0.791
BOL,2020,76,156,866,254,1120,0.2267857142857142,0.331,0.23,0.223,100.0,3.0,53.08,0.716,0.676,0.83
BOL,2021,302,666,3246,653,3899,0.1674788407283919,0.614,0.366,0.401,100.0,3.0,46.15,0.813,0.794,0.839
BOL,2022,127,248,1552,359,1911,0.1878597592883307,0.589,0.343,0.394,100.0,3.0,46.15,0.795,0.783,0.798
BOL,2023,215,1027,5084,1383,6467,0.2138549559301067,0.584,0.345,0.387,100.0,3.0,46.15,0.792,0.782,0.784
BOL,2024,194,721,4018,1378,5396,0.2553743513713862,0.576,0.314,0.373,100.0,3.0,46.2,0.767,0.739,0.784
BRA,2012,2,2,3,0,3,0.0,0.872,0.782,0.631,100.0,2.0,8.58,0.867,0.955,0.727
BRA,2014,19,20,84,13,97,0.134020618556701,0.877,0.784,0.621,100.0,2.0,9.94,0.865,0.956,0.727
BRA,2015,85,185,1064,109,1173,0.092924126172208,0.863,0.772,0.609,100.0,2.0,9.94,0.862,0.948,0.727
BRA,2016,53,159,797,121,918,0.1318082788671024,0.782,0.662,0.494,100.0,2.0,10.72,0.838,0.887,0.731
BRA,2017,14,18,57,7,64,0.109375,0.778,0.647,0.478,100.0,2.0,10.72,0.821,0.876,0.704
BRA,2018,14,15,99,16,115,0.1391304347826087,0.753,0.617,0.456,100.0,2.0,10.72,0.785,0.857,0.641
BRA,2019,15,16,113,12,125,0.096,0.698,0.543,0.398,100.0,2.0,14.62,0.695,0.818,0.496
BRN,2015,6,6,24,3,27,0.1111111111111111,,,,,,,,,
BRN,2016,21,27,104,19,123,0.1544715447154471,,,,,,,,,
BRN,2017,8,8,33,6,39,0.1538461538461538,,,,,,,,,
BRN,2018,4,4,10,1,11,0.0909090909090909,,,,,,,,,
BRN,2019,12,12,49,9,58,0.1551724137931034,,,,,,,,,
BRN,2020,6,6,23,3,26,0.1153846153846153,,,,,,,,,
BRN,2021,11,11,39,4,43,0.0930232558139534,,,,,,,,,
BRN,2022,11,11,27,3,30,0.1,,,,,,,,,
BRN,2023,11,13,53,12,65,0.1846153846153846,,,,,,,,,
BRN,2024,5,5,18,3,21,0.1428571428571428,,,,,,,,,
BTN,2008,1,1,2,0,2,0.0,0.502,0.44,0.422,100.0,0.0,8.51,0.727,0.696,0.814
BTN,2009,4,5,15,2,17,0.1176470588235294,0.602,0.508,0.484,100.0,0.0,8.51,0.73,0.706,0.814
BTN,2010,3,3,20,1,21,0.0476190476190476,0.601,0.508,0.487,100.0,0.0,8.51,0.736,0.723,0.819
BTN,2011,6,37,199,17,216,0.0787037037037037,0.601,0.508,0.487,100.0,0.0,8.51,0.735,0.723,0.813
BTN,2012,18,28,71,7,78,0.0897435897435897,0.605,0.513,0.49,100.0,0.0,8.51,0.738,0.725,0.813
BTN,2013,29,37,173,24,197,0.1218274111675127,0.58,0.486,0.473,100.0,0.0,6.38,0.737,0.701,0.818
BTN,2014,36,41,269,42,311,0.135048231511254,0.573,0.481,0.469,100.0,0.0,8.51,0.736,0.695,0.82
BTN,2015,27,46,286,68,354,0.192090395480226,0.572,0.481,0.468,100.0,0.0,8.51,0.736,0.695,0.82
BTN,2016,76,126,545,100,645,0.1550387596899224,0.563,0.477,0.474,100.0,0.0,8.51,0.726,0.681,0.82
BTN,2017,79,135,757,148,905,0.1635359116022099,0.578,0.485,0.486,100.0,0.0,8.51,0.73,0.693,0.815
BTN,2018,70,150,951,227,1178,0.1926994906621392,0.585,0.498,0.487,100.0,0.0,14.89,0.749,0.698,0.853
BTN,2019,86,151,1029,232,1261,0.1839809674861221,0.601,0.522,0.502,100.0,0.0,14.89,0.759,0.713,0.871
BTN,2020,49,110,594,115,709,0.1622002820874471,0.6,0.518,0.511,100.0,0.0,14.89,0.764,0.717,0.883
BTN,2021,79,184,852,178,1030,0.1728155339805825,0.58,0.49,0.491,100.0,0.0,17.02,0.722,0.687,0.811
BTN,2022,56,124,450,99,549,0.180327868852459,0.562,0.47,0.474,100.0,0.0,17.39,0.719,0.681,0.833
BTN,2023,59,147,745,155,900,0.1722222222222222,0.54,0.453,0.465,100.0,0.0,17.39,0.726,0.697,0.833
BTN,2024,86,124,548,114,662,0.1722054380664652,0.561,0.454,0.469,100.0,0.0,4.3,0.727,0.718,0.833
CAN,2015,33,33,150,29,179,0.1620111731843575,0.814,0.745,0.669,100.0,0.0,26.04,0.939,0.934,0.972
CAN,2016,131,139,876,255,1131,0.2254641909814323,0.837,0.765,0.693,100.0,0.0,26.27,0.938,0.937,0.972
CAN,2017,78,78,385,84,469,0.1791044776119403,0.84,0.769,0.709,100.0,0.0,27.0,0.931,0.941,0.966
CAN,2018,49,49,158,21,179,0.1173184357541899,0.84,0.765,0.71,100.0,0.0,26.95,0.93,0.939,0.966
CAN,2019,54,54,163,17,180,0.0944444444444444,0.851,0.768,0.714,100.0,0.0,28.99,0.932,0.951,0.966
CAN,2020,21,21,87,7,94,0.0744680851063829,0.849,0.75,0.717,100.0,0.0,29.59,0.931,0.946,0.966
CAN,2021,21,21,64,23,87,0.264367816091954,0.846,0.756,0.709,100.0,0.0,30.47,0.932,0.943,0.966
CAN,2022,1,1,11,7,18,0.3888888888888889,0.847,0.749,0.644,100.0,0.0,30.65,0.906,0.937,0.966
CHE,2012,1,1,3,4,7,0.5714285714285714,0.905,0.861,0.836,100.0,0.0,28.5,0.955,0.979,0.975
CHE,2013,2,2,8,2,10,0.2,0.905,0.861,0.837,100.0,0.0,28.5,0.956,0.979,0.975
CHE,2014,58,67,260,60,320,0.1875,0.905,0.861,0.837,100.0,0.0,30.5,0.956,0.979,0.975
CHE,2015,108,112,456,76,532,0.1428571428571428,0.904,0.86,0.837,100.0,0.0,32.5,0.96,0.981,0.981
CHE,2016,82,84,373,70,443,0.1580135440180587,0.903,0.858,0.833,100.0,0.0,32.5,0.96,0.981,0.981
CHE,2017,75,78,352,75,427,0.1756440281030445,0.907,0.867,0.838,100.0,0.0,32.5,0.96,0.981,0.981
CHE,2018,68,70,347,63,410,0.1536585365853658,0.907,0.867,0.838,100.0,0.0,32.5,0.96,0.981,0.981
CHE,2019,54,60,326,65,391,0.1662404092071611,0.906,0.866,0.837,100.0,0.0,41.5,0.96,0.981,0.981
CHE,2020,16,18,94,11,105,0.1047619047619047,0.902,0.856,0.835,100.0,0.0,42.0,0.953,0.981,0.981
CHE,2021,13,13,79,8,87,0.0919540229885057,0.896,0.851,0.827,100.0,0.0,42.0,0.956,0.979,0.981
