country,year,n_images_all,n_images_people,n_male,n_female,n_people,female_ratio_totals,female_ratio_meanimg
GTM,2019,834,772,4467,1292,5759,0.2243445042542108,0.2055587226336764
GTM,2020,1102,941,4592,939,5531,0.1697703851021515,0.17556321703630773
GTM,2021,4051,3515,16467,3200,19667,0.16270910662531143,0.17415216729993224
GTM,2022,3778,3416,18449,3835,22284,0.1720965715311434,0.1722726694991925
GTM,2023,2103,1853,9912,2307,12219,0.18880432113920942,0.19152854482208106
GTM,2024,5312,4367,24505,7520,32025,0.23481654957064793,0.2373845793767243
GUY,2017,3,3,18,2,20,0.1,0.09523809523809523
GUY,2018,2,1,4,1,5,0.2,0.2
GUY,2019,6,5,8,9,17,0.5294117647058824,0.6
GUY,2020,5,5,8,0,8,0.0,0.0
GUY,2021,9,8,18,1,19,0.05263157894736842,0.013888888888888888
GUY,2022,40,35,108,33,141,0.23404255319148937,0.19667388167388167
GUY,2023,146,125,577,106,683,0.15519765739385066,0.15267588668641302
GUY,2024,54,41,127,32,159,0.20125786163522014,0.16575687185443283
HRV,2003,76,76,355,28,383,0.0731070496083551,0.0708032335741314
HRV,2004,49,47,167,13,180,0.07222222222222222,0.06418439716312056
HRV,2005,46,45,148,59,207,0.28502415458937197,0.4075847609180942
HRV,2006,35,35,110,47,157,0.29936305732484075,0.4016937031222746
HRV,2007,93,93,358,98,456,0.2149122807017544,0.2853567579374031
HRV,2008,231,222,1066,153,1219,0.12551271534044298,0.12171860407154525
HRV,2009,339,326,1565,182,1747,0.10417859187178019,0.10045759880882581
HRV,2010,375,370,1830,256,2086,0.12272291466922339,0.09827222283104636
HRV,2011,132,131,689,55,744,0.0739247311827957,0.06767617454640355
HRV,2012,219,212,802,299,1101,0.27157129881925524,0.3859592771114691
HRV,2014,3,3,13,1,14,0.07142857142857142,0.1111111111111111
HRV,2015,126,121,799,90,889,0.10123734533183353,0.09088249513850159
HRV,2017,81,80,621,128,749,0.17089452603471295,0.15670796330432551
HRV,2018,82,78,513,98,611,0.16039279869067102,0.17587394764069852
HRV,2019,78,77,569,108,677,0.15952732644017725,0.14848464675572554
HRV,2020,53,51,219,43,262,0.16412213740458015,0.1176894084014827
HRV,2021,352,321,1249,242,1491,0.16230717639168343,0.1360475242344162
HRV,2022,453,438,2089,564,2653,0.2125895212966453,0.18871747236738332
HRV,2023,494,476,2636,739,3375,0.21896296296296297,0.2119397249128205
HRV,2024,477,461,2649,725,3374,0.2148784825133373,0.1953860499718337
HUN,2011,2,2,12,2,14,0.14285714285714285,0.09090909090909091
HUN,2012,36,34,170,38,208,0.18269230769230768,0.15943345869816458
HUN,2013,56,56,292,30,322,0.09316770186335403,0.09475056922535914
HUN,2014,575,561,2765,343,3108,0.11036036036036036,0.09228518580211037
HUN,2015,1411,1391,6543,685,7228,0.09477033757609298,0.06658968912902727
HUN,2016,1741,1722,7985,809,8794,0.09199454173299977,0.07277455344992373
HUN,2017,1808,1765,8430,1029,9459,0.10878528385664446,0.08580803706282793
HUN,2018,1171,1143,5316,639,5955,0.10730478589420656,0.0813824335778538
HUN,2019,444,426,2069,226,2295,0.09847494553376906,0.07502212152692095
HUN,2020,34,30,149,23,172,0.13372093023255813,0.10705808080808081
HUN,2021,11,1,1,0,1,0.0,0.0
HUN,2022,10,10,35,14,49,0.2857142857142857,0.5617004048582996
HUN,2023,4,3,37,10,47,0.2127659574468085,0.22804232804232805
HUN,2024,12,4,12,1,13,0.07692307692307693,0.25
IDN,2014,212,199,1384,160,1544,0.10362694300518134,0.10388555213337018
IDN,2015,744,709,4685,702,5387,0.13031371821050677,0.13553308299642475
IDN,2016,767,739,5108,693,5801,0.11946216169625927,0.11172630844086708
IDN,2017,664,638,4469,738,5207,0.14173228346456693,0.1277613939176048
IDN,2018,1344,1261,8555,1519,10074,0.15078419694262457,0.16055482583621314
IDN,2019,1762,1589,11714,2374,14088,0.1685122089721749,0.16148936840403386
IDN,2020,1913,1557,7027,1214,8241,0.14731221939085062,0.14726055144936334
IDN,2021,1904,1676,6622,1211,7833,0.1546023235031278,0.14934086772891159
IDN,2022,1532,1405,8560,1412,9972,0.1415964701163257,0.13841316715360463
IDN,2023,1375,1339,10456,1954,12410,0.15745366639806607,0.14590972664631383
IDN,2024,1145,1079,8683,1648,10331,0.1595198915884232,0.1520158333555057
IND,2011,4,4,23,2,25,0.08,0.08125
IND,2012,3,1,10,0,10,0.0,0.0
IND,2013,1,1,11,1,12,0.08333333333333333,0.08333333333333333
IND,2014,651,651,4082,383,4465,0.08577827547592386,0.07588682334626737
IND,2015,1621,1578,11555,1287,12842,0.10021803457405389,0.0916668018981237
IND,2016,617,602,4322,434,4756,0.09125315391084945,0.08085133100445611
IND,2017,505,498,3542,399,3941,0.10124333925399645,0.08992178011083489
IND,2018,483,479,3541,553,4094,0.13507572056668296,0.10632373098667143
IND,2019,330,328,2199,302,2501,0.1207516993202719,0.09395082152229745
IND,2020,248,248,1231,169,1400,0.12071428571428572,0.08569644005680284
IND,2021,479,476,1830,243,2073,0.11722141823444283,0.07900814891979005
IND,2022,649,643,4116,655,4771,0.13728778033955147,0.10663377848631701
IND,2023,735,733,3895,568,4463,0.1272686533721712,0.08324897354086461
IND,2024,614,610,3253,520,3773,0.13782136231115824,0.09082609432509224
IRL,2021,3,0,0,0,0,,
IRL,2023,1,0,0,0,0,,
IRN,2013,395,389,2128,129,2257,0.057155516171909615,0.05179467887737709
IRN,2014,1040,1034,7305,416,7721,0.05387903121357337,0.04937882010149996
IRN,2015,4986,4931,38569,2618,41187,0.06356374584213466,0.05357657753185866
IRN,2016,6934,6884,56025,3559,59584,0.05973080021482277,0.053056558637811585
IRN,2017,4557,4507,38706,1995,40701,0.049015994693005084,0.045744385365153774
IRN,2018,2082,2051,15713,879,16592,0.052977338476374154,0.04519793357705652
IRN,2019,2381,2332,17973,808,18781,0.043022203290559606,0.04072148290248478
IRN,2020,9124,8943,38876,1493,40369,0.03698382422155615,0.02646294928424684
IRN,2021,14489,13980,79315,3951,83266,0.04745033987461869,0.03867229865467923
IRN,2022,16188,15804,114569,7695,122264,0.0629375777007132,0.05237384514269251
IRN,2023,2046,2020,12494,785,13279,0.059115897281421796,0.04805674713887128
IRN,2024,734,720,2901,119,3020,0.03940397350993378,0.035065730137668095
IRQ,2019,868,852,4183,493,4676,0.10543199315654406,0.09490842169802761
IRQ,2020,1636,1512,7927,744,8671,0.08580325222004383,0.08525181110251322
IRQ,2021,1513,1469,7275,734,8009,0.09164689724060432,0.08771965471486744
IRQ,2022,894,863,3719,451,4170,0.10815347721822542,0.10483078319011363
IRQ,2023,10,8,28,10,38,0.2631578947368421,0.34134615384615385
IRQ,2024,1335,1264,6989,715,7704,0.09280893042575286,0.08921698536638427
ISL,2018,69,47,211,55,266,0.20676691729323307,0.2510594015913165
ISL,2019,73,58,336,81,417,0.19424460431654678,0.16353211720725333
ISL,2020,83,66,217,116,333,0.3483483483483483,0.5296943295782305
ISL,2021,83,67,241,98,339,0.2890855457227139,0.2541811726952201
ISL,2022,98,76,336,129,465,0.27741935483870966,0.36037792512542954
ISL,2023,102,69,337,80,417,0.19184652278177458,0.2375003547351777
ISL,2024,74,56,374,80,454,0.1762114537444934,0.17989911009592566
ISR,1994,1,0,0,0,0,,
ISR,2001,2,2,23,3,26,0.11538461538461539,0.1
ISR,2002,3,3,9,0,9,0.0,0.0
ISR,2005,9,6,18,0,18,0.0,0.0
ISR,2006,4,4,8,3,11,0.2727272727272727,0.375
ISR,2007,3,2,10,2,12,0.16666666666666666,0.1875
ISR,2008,17,8,18,8,26,0.3076923076923077,0.4236111111111111
ISR,2009,6,5,10,1,11,0.09090909090909091,0.2
ISR,2011,4,3,15,1,16,0.0625,0.047619047619047616
ISR,2012,8,7,18,4,22,0.18181818181818182,0.15079365079365079
ISR,2013,13,13,79,14,93,0.15053763440860216,0.10652876535229476
ISR,2014,18,17,105,8,113,0.07079646017699115,0.06714826281389749
ISR,2015,12,11,32,3,35,0.08571428571428572,0.06753246753246754
ISR,2016,4,4,20,0,20,0.0,0.0
ISR,2017,4,4,17,2,19,0.10526315789473684,0.05
ISR,2018,253,236,854,91,945,0.0962962962962963,0.0634038706944988
ISR,2019,71,63,235,29,264,0.10984848484848485,0.06156204906204906
ISR,2020,104,98,286,36,322,0.11180124223602485,0.0901077097505669
ISR,2021,267,252,940,129,1069,0.12067352666043031,0.07876587882042295
ISR,2022,307,258,1131,161,1292,0.12461300309597523,0.10084480885924474
ISR,2023,217,193,1028,156,1184,0.13175675675675674,0.0901443393698922
ISR,2024,56,46,223,27,250,0.108,0.08802060755385563
ITA,2013,1,0,0,0,0,,
ITA,2014,7,7,31,5,36,0.1388888888888889,0.17261904761904762
ITA,2015,9,7,12,6,18,0.3333333333333333,0.2857142857142857
ITA,2016,5,5,55,12,67,0.1791044776119403,0.1326315789473684
ITA,2017,49,47,206,26,232,0.11206896551724138,0.08359908413099902
ITA,2018,30,29,114,6,120,0.05,0.03169627307558342
ITA,2019,56,52,329,63,392,0.16071428571428573,0.18316746818250154
ITA,2020,21,15,57,9,66,0.13636363636363635,0.1353606237816764
ITA,2021,12,8,28,7,35,0.2,0.14222582972582973
ITA,2022,80,35,171,51,222,0.22972972972972974,0.3730150654299261
ITA,2023,405,281,763,377,1140,0.3307017543859649,0.5953963740579707
ITA,2024,343,232,794,369,1163,0.3172828890799656,0.5880213343085937
JAM,2016,45,44,196,40,236,0.1694915254237288,0.15320961718020543
JAM,2017,136,127,749,153,902,0.1696230598669623,0.16912954718072828
JAM,2018,98,87,470,105,575,0.1826086956521739,0.14950684692064004
JAM,2019,129,115,562,94,656,0.14329268292682926,0.151611335524379
JAM,2020,120,99,381,44,425,0.10352941176470588,0.10607595266686176
JAM,2021,86,67,211,30,241,0.12448132780082988,0.16588055394025542
JAM,2022,153,110,510,88,598,0.14715719063545152,0.12779504737944636
JAM,2023,52,37,168,41,209,0.19617224880382775,0.17423608673608673
JAM,2024,124,111,609,135,744,0.1814516129032258,0.172323244227269
JOR,2021,28,20,90,15,105,0.14285714285714285,0.15746212121212122
JOR,2022,27,17,89,10,99,0.10101010101010101,0.13655462184873948
JOR,2023,52,41,121,28,149,0.18791946308724833,0.3073170731707317
JOR,2024,52,40,234,50,284,0.176056338028169,0.17929446778711483
JPN,1998,1,1,1,0,1,0.0,0.0
JPN,2000,1,0,0,0,0,,
JPN,2001,1,1,1,1,2,0.5,0.5
JPN,2008,22,2,3,1,4,0.25,0.16666666666666666
JPN,2009,9,2,11,0,11,0.0,0.0
JPN,2010,4,0,0,0,0,,
JPN,2011,1,0,0,0,0,,
JPN,2013,74,69,363,39,402,0.09701492537313433,0.08565170739083783
JPN,2014,115,112,588,60,648,0.09259259259259259,0.10121896296397347
JPN,2015,123,123,658,68,726,0.09366391184573003,0.09536775661237641
JPN,2016,194,191,1118,116,1234,0.0940032414910859,0.10897711591732794
JPN,2017,317,314,1947,153,2100,0.07285714285714286,0.07554771344346091
JPN,2018,401,398,2115,189,2304,0.08203125,0.06683654079048232
JPN,2019,262,251,1227,116,1343,0.08637379002233805,0.07757447434790693
JPN,2020,94,86,389,39,428,0.0911214953271028,0.07414094113820516
JPN,2021,184,169,547,68,615,0.11056910569105691,0.09015576796641886
JPN,2022,1315,1301,9383,1076,10459,0.102877904197342,0.10601712939811281
JPN,2023,3772,3758,28152,4096,32248,0.12701562887620937,0.12399139995813117
JPN,2024,3313,3312,30288,4536,34824,0.1302549965541006,0.13149715938342293
KAZ,2012,17,17,162,19,181,0.10497237569060773,0.08014484074172656
KAZ,2013,31,31,230,33,263,0.12547528517110265,0.07201973653586558
KAZ,2014,296,295,2237,311,2548,0.12205651491365777,0.06810302825397359
KAZ,2015,278,275,2734,525,3259,0.16109235961951518,0.12818747524433718
KAZ,2016,373,368,3287,416,3703,0.11234134485552255,0.09200372131608306
KAZ,2017,498,485,4382,664,5046,0.13158937772493065,0.1060588709119925
KAZ,2018,690,677,6430,977,7407,0.13190225462400432,0.10157328159707005
KAZ,2019,898,880,7306,1135,8441,0.13446274138135292,0.11592514628169891
KAZ,2020,553,516,4038,353,4391,0.08039171031655659,0.06660216880943103
KAZ,2021,439,431,2084,153,2237,0.06839517210549843,0.06751040610392825
KAZ,2022,652,642,4197,556,4753,0.1169787502629918,0.10366546310230276
KAZ,2023,673,664,4596,632,5228,0.12088752869166029,0.11919405255534467
KAZ,2024,427,412,3147,568,3715,0.1528936742934051,0.1423982447270962
KEN,2022,2,2,7,2,9,0.2222222222222222,0.14285714285714285
KEN,2023,1,1,10,7,17,0.4117647058823529,0.4117647058823529
KEN,2024,158,155,1467,272,1739,0.156411730879816,0.14782022047806312
KGZ,2018,60,60,285,61,346,0.17630057803468208,0.13867599312452256
KGZ,2019,4114,3841,22908,4753,27661,0.17183037489606304,0.15153616500151423
KGZ,2020,8003,6877,37157,5309,42466,0.12501766118777374,0.11197264840623429
KGZ,2021,12463,11379,64964,11113,76077,0.1460756864755445,0.12764729853424814
KGZ,2022,11376,10509,64006,12696,76702,0.16552371515736225,0.14401636126283904
KGZ,2023,7230,6673,38027,7677,45704,0.16797216873796605,0.14253382201456904
KGZ,2024,7173,6602,39224,7190,46414,0.15491015641832206,0.1280331819891842
KHM,2016,118,118,650,44,694,0.06340057636887608,0.08294696330588654
KHM,2017,3107,3021,25943,5188,31131,0.16665060550576596,0.1396135959272502
KHM,2018,4620,4505,37610,7347,44957,0.16342282625620036,0.13716471392582433
KHM,2019,5220,5154,42588,7130,49718,0.14340882577738445,0.13063795419303817
KHM,2020,2450,2357,19373,3591,22964,0.15637519595889218,0.142055269570539
KHM,2021,1539,1361,9550,1072,10622,0.1009226134437959,0.10550330575954095
KHM,2022,5317,5158,43080,7001,50081,0.13979353447415188,0.13634915286682875
KHM,2023,12215,10941,88800,21557,110357,0.195338764192575,0.18693262479485723
KHM,2024,7343,6696,46808,9601,56409,0.17020333634703683,0.16414763212268316
KNA,2021,1,0,0,0,0,,
KOR,2013,8,8,55,5,60,0.08333333333333333,0.0734126984126984
KOR,2014,1281,1167,7312,1184,8496,0.1393596986817326,0.1727800573793973
KOR,2015,1398,1277,7791,1458,9249,0.15763866363931237,0.18006464030374092
KOR,2016,1277,1167,6807,1320,8127,0.162421557770395,0.1686322775410319
KOR,2017,974,932,4736,720,5456,0.13196480938416422,0.13412171289703956
KOR,2018,1014,960,5056,1118,6174,0.18108195659216067,0.1954689909696903
KOR,2019,736,704,3561,722,4283,0.16857342983889798,0.19633089514971855
KOR,2020,516,465,1842,422,2264,0.18639575971731448,0.28462311450252126
KOR,2021,447,410,1843,336,2179,0.15419917393299679,0.14566325007210593
KOR,2022,368,339,1708,324,2032,0.1594488188976378,0.14495944368653446
KOR,2023,579,545,3203,670,3873,0.17299251226439452,0.15881061064239127
KOR,2024,443,369,2227,471,2698,0.17457375833951075,0.1579497904617542
KWT,2023,190,189,949,168,1117,0.1504028648164727,0.1094678511931959
KWT,2024,101,100,492,126,618,0.20388349514563106,0.14485129913485006
LBR,2009,1,0,0,0,0,,
LBR,2011,14,9,16,8,24,0.3333333333333333,0.5333333333333333
LBR,2012,30,24,18,14,32,0.4375,0.5
LBR,2013,74,64,121,30,151,0.1986754966887417,0.36630608974358975
LBR,2014,220,180,532,97,629,0.15421303656597773,0.298742209134366
LBR,2015,227,200,370,125,495,0.25252525252525254,0.4427651931401931
LBR,2016,260,222,418,159,577,0.2755632582322357,0.5086752336752337
LBR,2017,222,189,411,123,534,0.2303370786516854,0.4265215971565178
LBR,2018,202,179,534,39,573,0.06806282722513089,0.04019507029283565
LBR,2019,152,148,397,27,424,0.06367924528301887,0.03963473926709221
LBR,2020,114,112,229,19,248,0.07661290322580645,0.05468041383219955
LBR,2021,74,72,184,18,202,0.0891089108910891,0.04282407407407407
LBR,2022,10,10,15,3,18,0.16666666666666666,0.125
LBR,2023,13,13,30,4,34,0.11764705882352941,0.12179487179487179
LBR,2024,127,123,325,70,395,0.17721518987341772,0.14857248133884848
LKA,2015,1,1,2,0,2,0.0,0.0
LKA,2016,1,1,2,0,2,0.0,0.0
LKA,2018,4,4,44,4,48,0.08333333333333333,0.05133928571428571
LKA,2019,10,10,66,9,75,0.12,0.08196078431372548
LKA,2020,16,15,70,15,85,0.17647058823529413,0.12206497206497206
LKA,2021,15,15,59,18,77,0.23376623376623376,0.2667480667480667
LKA,2023,31,31,151,31,182,0.17032967032967034,0.17544256818450366
LKA,2024,4,4,12,6,18,0.3333333333333333,0.5643939393939393
LSO,2023,63,55,302,73,375,0.19466666666666665,0.16689278167184163
LSO,2024,53,47,245,40,285,0.14035087719298245,0.13576237592195037
LTU,2020,16,11,19,14,33,0.42424242424242425,0.5174825174825175
LTU,2021,245,183,301,205,506,0.4051383399209486,0.6715836210291369
LTU,2022,220,169,585,239,824,0.29004854368932037,0.4281051435898286
LTU,2023,164,134,396,207,603,0.34328358208955223,0.5150689286558852
LTU,2024,166,143,455,223,678,0.32890855457227136,0.473799219608828
LUX,2018,40,35,317,80,397,0.20151133501259447,0.19507382906542572
LUX,2019,64,61,707,170,877,0.19384264538198404,0.1917055546623379
LUX,2020,40,38,275,16,291,0.054982817869415807,0.04248828301863703
LUX,2021,2,2,2,2,4,0.5,0.5
LUX,2022,367,355,2273,499,2772,0.18001443001443002,0.17530138372934212
LUX,2023,271,258,1431,249,1680,0.14821428571428572,0.13887735927604827
LUX,2024,580,570,3837,824,4661,0.17678609740399057,0.1869549472627768
LVA,2015,2,1,8,5,13,0.38461538461538464,0.38461538461538464
LVA,2016,102,86,576,59,635,0.09291338582677165,0.09287602217663778
LVA,2017,55,43,191,11,202,0.054455445544554455,0.05631202093240397
LVA,2018,76,60,305,56,361,0.15512465373961218,0.1290228971558895
LVA,2019,61,48,188,26,214,0.12149532710280374,0.14164411976911975
LVA,2020,507,419,1498,326,1824,0.1787280701754386,0.23436792575139573
LVA,2021,396,333,1050,214,1264,0.16930379746835442,0.20862327940456832
LVA,2022,354,309,1441,517,1958,0.2640449438202247,0.2442136591747667
LVA,2023,522,455,2214,865,3079,0.28093536862617735,0.24292337171133588
LVA,2024,731,602,2807,1177,3984,0.29543172690763053,0.3138758018166908
MAR,2020,637,519,1336,160,1496,0.10695187165775401,0.11237338715662415
MAR,2021,420,369,867,95,962,0.09875259875259876,0.06555568415324513
MAR,2022,504,449,1290,157,1447,0.10850034554250172,0.09650967736022588
MAR,2023,454,401,1114,147,1261,0.11657414750198256,0.07856365717961727
MAR,2024,306,278,714,100,814,0.12285012285012285,0.09043358821601244
MDA,2014,74,62,428,47,475,0.09894736842105263,0.08792970611731223
MDA,2015,666,653,2748,459,3207,0.1431244153414406,0.14173113301546492
MDA,2016,1342,1336,6375,1087,7462,0.14567140176896273,0.14777562901280175
MDA,2017,1700,1625,7820,1597,9417,0.16958691727726452,0.16308843077830415
MDA,2018,1772,1658,7685,1538,9223,0.16675702049224764,0.17925683287436694
MDA,2019,1285,1196,5532,1358,6890,0.19709724238026124,0.2026530407680293
MDA,2020,4736,4422,18095,2934,21029,0.1395216130106044,0.13620469206682875
MDA,2021,2797,2674,9734,2257,11991,0.18822450170961555,0.21795657804796376
MDA,2022,6685,6274,27684,9518,37202,0.25584645986774907,0.3144981008746776
MDA,2023,3025,2841,13291,4172,17463,0.23890511366889997,0.255842824447861
MDA,2024,3890,3535,17447,5326,22773,0.23387344662538972,0.22776677135516868
MDG,2021,11,6,42,10,52,0.19230769230769232,0.14863636363636365
MDG,2022,174,149,1211,238,1449,0.1642512077294686,0.1719458357340939
MDG,2023,129,102,743,151,894,0.16890380313199105,0.16675955783358806
MDG,2024,154,139,730,246,976,0.2520491803278688,0.23850592898344466
MDV,2009,242,242,1225,121,1346,0.08989598811292719,0.08291934703689814
MDV,2010,363,360,1851,231,2082,0.11095100864553314,0.10443085474657973
MDV,2011,1009,996,5318,863,6181,0.13962142048212264,0.11424560691463916
MDV,2012,1110,1100,5539,836,6375,0.1311372549019608,0.11285037922058688
MDV,2013,857,845,3385,627,4012,0.15628115653040878,0.1339906907962489
MDV,2014,890,884,3746,762,4508,0.16903283052351376,0.16316897901335023
MDV,2015,657,631,2813,654,3467,0.1886357081049899,0.17178716412233486
MDV,2016,605,555,2980,644,3624,0.17770419426048564,0.1503745466560112
MDV,2017,667,625,3552,682,4234,0.161076995748701,0.12856111405319112
MDV,2018,612,489,2876,601,3477,0.1728501581823411,0.14286877655911256
MDV,2019,1713,1707,9727,1882,11609,0.16211559996554398,0.14241946437196917
MDV,2020,575,575,2780,446,3226,0.13825170489770613,0.11933267004239864
MDV,2021,1239,1238,5860,959,6819,0.1406364569584983,0.13713176541636257
MDV,2022,1463,1460,7390,1503,8893,0.16900933318340267,0.1578476811517015
MDV,2023,1296,1280,5719,1125,6844,0.16437755698421974,0.15035468068790211
MDV,2024,2481,2301,9835,2273,12108,0.1877271225635943,0.1707413085519911
MEX,2015,45,5,29,4,33,0.12121212121212122,0.12380952380952381
MEX,2016,12,3,27,6,33,0.18181818181818182,0.5357142857142857
MEX,2017,1117,481,2929,563,3492,0.16122565864833907,0.13621696046528045
MEX,2018,885,327,2116,384,2500,0.1536,0.14262128036358435
MEX,2019,2408,1712,9599,2084,11683,0.17837884105109988,0.1617350501686114
MEX,2020,1026,663,3481,706,4187,0.16861714831621685,0.14855546905877517
MEX,2021,3539,2701,13220,2701,15921,0.16965014760379374,0.16061616884795024
MEX,2022,3955,3202,17760,4284,22044,0.19433859553620034,0.18294982674032817
MEX,2023,3836,3010,16925,5636,22561,0.2498116218252737,0.2473636526155747
MEX,2024,2786,2142,11319,4923,16242,0.3031030661248615,0.3107542600163406
MKD,2019,1,1,4,0,4,0.0,0.0
MKD,2020,152,146,487,118,605,0.19504132231404958,0.1832404717768813
MKD,2021,334,328,1257,296,1553,0.1905988409529942,0.20916196865486114
MKD,2022,390,389,1998,545,2543,0.21431380259535981,0.20554089063063655
MKD,2023,379,375,1964,577,2541,0.2270759543486816,0.20888236944591232
MKD,2024,315,312,1204,306,1510,0.20264900662251656,0.18026892241081435
MNE,2012,3,1,1,2,3,0.6666666666666666,0.6666666666666666
MNE,2013,3,2,6,4,10,0.4,0.41666666666666663
MNE,2014,11,11,66,12,78,0.15384615384615385,0.17201047744526005
MNE,2015,10,8,31,10,41,0.24390243902439024,0.3875
MNE,2016,33,32,189,44,233,0.1888412017167382,0.181094737574517
MNE,2017,528,517,3087,811,3898,0.20805541303232428,0.21349955061623033
MNE,2018,1138,1122,7400,1934,9334,0.2071994857510178,0.20323271781912008
MNE,2019,678,637,4114,1249,5363,0.23289203803841133,0.2628805055248246
MNE,2020,96,64,304,164,468,0.3504273504273504,0.3838782233042585
MNE,2021,643,571,2540,583,3123,0.1866794748639129,0.1972341198211162
MNE,2022,348,303,1650,403,2053,0.19629810034096445,0.19042893200524386
MNE,2023,364,258,1782,409,2191,0.18667275216795984,0.18630417981225783
MNE,2024,802,613,3223,878,4101,0.21409412338454037,0.19110378765803301
MNG,2015,196,3,1,3,4,0.75,0.8333333333333334
MNG,2021,287,273,1044,223,1267,0.17600631412786108,0.16988880707793375
MNG,2022,298,285,1263,386,1649,0.2340812613705276,0.22647886485403873
MNG,2023,421,408,2015,705,2720,0.25919117647058826,0.2274376565611655
MNG,2024,567,543,2655,861,3516,0.24488054607508533,0.23015337849900624
MOZ,2024,55,45,252,27,279,0.0967741935483871,0.09299707917354975
MRT,2019,2,2,3,0,3,0.0,0.0
MRT,2020,65,64,513,28,541,0.051756007393715345,0.04594579169003511
MRT,2021,196,190,1288,107,1395,0.07670250896057347,0.08628734569524044
MRT,2022,415,386,2524,295,2819,0.10464703795672224,0.1085943569789958
MRT,2023,383,339,2193,202,2395,0.08434237995824635,0.08425781431754198
MRT,2024,69,67,481,71,552,0.1286231884057971,0.11778499887586806
MYS,2021,1,0,0,0,0,,
MYS,2023,5,0,0,0,0,,
NER,2021,10,10,71,18,89,0.20224719101123595,0.22886363636363635
NER,2022,10,10,71,9,80,0.1125,0.13845238095238094
NER,2023,1,1,2,0,2,0.0,0.0
NER,2024,8,8,56,3,59,0.05084745762711865,0.035130718954248366
NGA,2022,84,78,296,56,352,0.1590909090909091,0.1237555514704836
NGA,2023,196,195,847,183,1030,0.17766990291262136,0.17682452802639287
NGA,2024,91,91,351,84,435,0.19310344827586207,0.13323317851436792
NLD,2011,8,7,29,1,30,0.03333333333333333,0.07142857142857142
NLD,2012,87,60,264,43,307,0.14006514657980457,0.1344574407074407
NLD,2013,74,59,204,56,260,0.2153846153846154,0.24449947416049111
NLD,2014,47,37,188,20,208,0.09615384615384616,0.1324000699000699
NLD,2015,84,53,166,32,198,0.16161616161616163,0.208775082359988
NLD,2016,28,21,91,15,106,0.14150943396226415,0.1442336763765335
NLD,2017,44,31,144,16,160,0.1,0.07634014730788924
NLD,2018,41,24,116,34,150,0.22666666666666666,0.20634920634920637
NLD,2019,99,87,469,246,715,0.34405594405594403,0.3782089614239716
NLD,2020,98,81,201,70,271,0.25830258302583026,0.46387623511806514
NLD,2021,322,279,1244,359,1603,0.22395508421709295,0.25440482719894486
NLD,2022,397,311,1599,586,2185,0.26819221967963386,0.31557236030472274
NLD,2023,367,276,1131,326,1457,0.2237474262182567,0.31134121685158056
NLD,2024,57,45,182,98,280,0.35,0.3813701440172028
NOR,2021,22,21,78,12,90,0.13333333333333333,0.16099773242630386
NOR,2022,135,112,422,104,526,0.19771863117870722,0.2258047297866515
NOR,2023,166,141,648,136,784,0.17346938775510204,0.1800624612708797
NOR,2024,155,144,597,156,753,0.20717131474103587,0.17877525593195742
NPL,2016,17,7,31,1,32,0.03125,0.03571428571428571
NPL,2017,129,63,443,85,528,0.16098484848484848,0.1669838065922561
NPL,2018,16,2,3,1,4,0.25,0.25
NPL,2019,5,3,10,0,10,0.0,0.0
NPL,2020,3,1,2,0,2,0.0,0.0
NPL,2024,1,1,7,3,10,0.3,0.3
NZL,2002,1,1,1,1,2,0.5,0.5
NZL,2004,9,9,31,2,33,0.06060606060606061,0.13333333333333333
NZL,2005,6,5,20,4,24,0.16666666666666666,0.16666666666666666
NZL,2006,40,37,106,17,123,0.13821138211382114,0.1862934362934363
NZL,2007,69,59,203,47,250,0.188,0.19445300462249615
NZL,2008,77,34,96,13,109,0.11926605504587157,0.08126432391138273
NZL,2009,17,10,49,3,52,0.057692307692307696,0.0388034188034188
NZL,2010,27,21,90,13,103,0.1262135922330097,0.1405488691202977
NZL,2011,11,7,18,5,23,0.21739130434782608,0.12925170068027209
NZL,2012,29,19,75,11,86,0.12790697674418605,0.09763993316624896
NZL,2013,48,24,80,15,95,0.15789473684210525,0.12212301587301587
NZL,2014,40,21,43,11,54,0.2037037037037037,0.18015873015873016
NZL,2015,87,43,105,42,147,0.2857142857142857,0.3197212993724622
NZL,2016,21,13,33,4,37,0.10810810810810811,0.11813186813186813
NZL,2017,22,17,67,21,88,0.23863636363636365,0.27031351001939236
NZL,2018,13,9,50,6,56,0.10714285714285714,0.26296296296296295
NZL,2019,16,11,39,21,60,0.35,0.40295055821371606
NZL,2020,4,2,5,5,10,0.5,0.6875
NZL,2021,1,1,0,1,1,1.0,1.0
NZL,2022,4,4,14,12,26,0.46153846153846156,0.6428571428571428
NZL,2023,2,2,9,4,13,0.3076923076923077,0.29166666666666663
NZL,2024,6,4,21,2,23,0.08695652173913043,0.08522727272727273
OMN,2020,12,6,15,2,17,0.11764705882352941,0.125
OMN,2021,257,250,959,258,1217,0.21199671322925226,0.16105453327202554
OMN,2022,491,482,2710,434,3144,0.13804071246819338,0.12976876600648027
OMN,2023,1054,1025,5556,873,6429,0.13579094727018198,0.11606529000042555
OMN,2024,812,777,4562,866,5428,0.15954310980103167,0.13986780329569284
PAK,2023,4,4,8,1,9,0.1111111111111111,0.08333333333333333
