country,year,n_images_all,n_images_people,n_male,n_female,n_people,female_ratio_totals,female_ratio_meanimg,women_parl_pct,women_parl_ratio
GUY,2024,54,41,127,32,159,0.2012578616352201,0.1657568718544328,39.4366197183099,0.394366197183099
HRV,2003,76,76,355,28,383,0.0731070496083551,0.0708032335741314,20.5298013245033,0.205298013245033
HRV,2004,49,47,167,13,180,0.0722222222222222,0.0641843971631205,21.7105263157895,0.21710526315789502
HRV,2005,46,45,148,59,207,0.2850241545893719,0.4075847609180942,21.7105263157895,0.21710526315789502
HRV,2006,35,35,110,47,157,0.2993630573248407,0.4016937031222746,21.7105263157895,0.21710526315789502
HRV,2007,93,93,358,98,456,0.2149122807017544,0.2853567579374031,20.9150326797386,0.20915032679738602
HRV,2008,231,222,1066,153,1219,0.1255127153404429,0.1217186040715452,20.9150326797386,0.20915032679738602
HRV,2009,339,326,1565,182,1747,0.1041785918717801,0.1004575988088258,23.5294117647059,0.235294117647059
HRV,2010,375,370,1830,256,2086,0.1227229146692233,0.0982722228310463,23.5294117647059,0.235294117647059
HRV,2011,132,131,689,55,744,0.0739247311827957,0.0676761745464035,23.841059602649,0.23841059602649
HRV,2012,219,212,802,299,1101,0.2715712988192552,0.3859592771114691,23.841059602649,0.23841059602649
HRV,2014,3,3,13,1,14,0.0714285714285714,0.1111111111111111,23.841059602649,0.23841059602649
HRV,2015,126,121,799,90,889,0.1012373453318335,0.0908824951385015,15.2317880794702,0.152317880794702
HRV,2017,81,80,621,128,749,0.1708945260347129,0.1567079633043255,18.5430463576159,0.185430463576159
HRV,2018,82,78,513,98,611,0.160392798690671,0.1758739476406985,18.5430463576159,0.185430463576159
HRV,2019,78,77,569,108,677,0.1595273264401772,0.1484846467557255,20.5298013245033,0.205298013245033
HRV,2020,53,51,219,43,262,0.1641221374045801,0.1176894084014827,31.1258278145695,0.311258278145695
HRV,2021,352,321,1249,242,1491,0.1623071763916834,0.1360475242344162,31.1258278145695,0.311258278145695
HRV,2022,453,438,2089,564,2653,0.2125895212966453,0.1887174723673833,31.7880794701987,0.317880794701987
HRV,2023,494,476,2636,739,3375,0.2189629629629629,0.2119397249128205,31.7880794701987,0.317880794701987
HRV,2024,477,461,2649,725,3374,0.2148784825133373,0.1953860499718337,33.112582781457,0.33112582781457
HUN,2011,2,2,12,2,14,0.1428571428571428,0.0909090909090909,8.80829015544041,0.0880829015544041
HUN,2012,36,34,170,38,208,0.1826923076923076,0.1594334586981645,8.80829015544041,0.0880829015544041
HUN,2013,56,56,292,30,322,0.093167701863354,0.0947505692253591,8.80829015544041,0.0880829015544041
HUN,2014,575,561,2765,343,3108,0.1103603603603603,0.0922851858021103,10.0502512562814,0.100502512562814
HUN,2015,1411,1391,6543,685,7228,0.0947703375760929,0.0665896891290272,10.1010101010101,0.10101010101010101
HUN,2016,1741,1722,7985,809,8794,0.0919945417329997,0.0727745534499237,10.1010101010101,0.10101010101010101
HUN,2017,1808,1765,8430,1029,9459,0.1087852838566444,0.0858080370628279,10.0502512562814,0.100502512562814
HUN,2018,1171,1143,5316,639,5955,0.1073047858942065,0.0813824335778538,12.5628140703518,0.125628140703518
HUN,2019,444,426,2069,226,2295,0.098474945533769,0.0750221215269209,12.5628140703518,0.125628140703518
HUN,2020,34,30,149,23,172,0.1337209302325581,0.1070580808080808,12.0603015075377,0.120603015075377
HUN,2021,11,1,1,0,1,0.0,0.0,13.0653266331658,0.130653266331658
HUN,2022,10,10,35,14,49,0.2857142857142857,0.5617004048582996,14.070351758794,0.14070351758794
HUN,2023,4,3,37,10,47,0.2127659574468085,0.228042328042328,14.070351758794,0.14070351758794
HUN,2024,12,4,12,1,13,0.0769230769230769,0.25,14.572864321608,0.14572864321608
IDN,2014,212,199,1384,160,1544,0.1036269430051813,0.1038855521333701,16.9369369369369,0.169369369369369
IDN,2015,744,709,4685,702,5387,0.1303137182105067,0.1355330829964247,17.1171171171171,0.171171171171171
IDN,2016,767,739,5108,693,5801,0.1194621616962592,0.111726308440867,17.1171171171171,0.171171171171171
IDN,2017,664,638,4469,738,5207,0.1417322834645669,0.1277613939176048,19.8214285714286,0.198214285714286
IDN,2018,1344,1261,8555,1519,10074,0.1507841969426245,0.1605548258362131,19.8214285714286,0.198214285714286
IDN,2019,1762,1589,11714,2374,14088,0.1685122089721749,0.1614893684040338,17.3913043478261,0.173913043478261
IDN,2020,1913,1557,7027,1214,8241,0.1473122193908506,0.1472605514493633,20.3478260869565,0.203478260869565
IDN,2021,1904,1676,6622,1211,7833,0.1546023235031278,0.1493408677289115,21.0434782608696,0.21043478260869597
IDN,2022,1532,1405,8560,1412,9972,0.1415964701163257,0.1384131671536046,21.9130434782609,0.219130434782609
IDN,2023,1375,1339,10456,1954,12410,0.157453666398066,0.1459097266463138,21.5652173913044,0.215652173913044
IDN,2024,1145,1079,8683,1648,10331,0.1595198915884232,0.1520158333555057,21.0344827586207,0.210344827586207
IND,2011,4,4,23,2,25,0.08,0.08125,11.0091743119266,0.110091743119266
IND,2012,3,1,10,0,10,0.0,0.0,11.0091743119266,0.110091743119266
IND,2013,1,1,11,1,12,0.0833333333333333,0.0833333333333333,11.0091743119266,0.110091743119266
IND,2014,651,651,4082,383,4465,0.0857782754759238,0.0758868233462673,11.4180478821363,0.114180478821363
IND,2015,1621,1578,11555,1287,12842,0.1002180345740538,0.0916668018981237,11.9705340699816,0.119705340699816
IND,2016,617,602,4322,434,4756,0.0912531539108494,0.0808513310044561,11.9705340699816,0.119705340699816
IND,2017,505,498,3542,399,3941,0.1012433392539964,0.0899217801108348,11.8081180811808,0.11808118081180799
IND,2018,483,479,3541,553,4094,0.1350757205666829,0.1063237309866714,11.8081180811808,0.11808118081180799
IND,2019,330,328,2199,302,2501,0.1207516993202719,0.0939508215222974,14.3911439114391,0.143911439114391
IND,2020,248,248,1231,169,1400,0.1207142857142857,0.0856964400568028,14.3646408839779,0.143646408839779
IND,2021,479,476,1830,243,2073,0.1172214182344428,0.07900814891979,14.4444444444444,0.14444444444444401
IND,2022,649,643,4116,655,4771,0.1372877803395514,0.106633778486317,14.9446494464945,0.149446494464945
IND,2023,735,733,3895,568,4463,0.1272686533721712,0.0832489735408646,15.2416356877323,0.152416356877323
IND,2024,614,610,3253,520,3773,0.1378213623111582,0.0908260943250922,13.6531365313653,0.136531365313653
IRL,2021,3,0,0,0,0,,,22.5,0.225
IRL,2023,1,0,0,0,0,,,23.125,0.23125
IRN,2013,395,389,2128,129,2257,0.0571555161719096,0.051794678877377,3.10344827586207,0.0310344827586207
IRN,2014,1040,1034,7305,416,7721,0.0538790312135733,0.0493788201014999,3.10344827586207,0.0310344827586207
IRN,2015,4986,4931,38569,2618,41187,0.0635637458421346,0.0535765775318586,3.10344827586207,0.0310344827586207
IRN,2016,6934,6884,56025,3559,59584,0.0597308002148227,0.0530565586378115,5.88235294117647,0.0588235294117647
IRN,2017,4557,4507,38706,1995,40701,0.049015994693005,0.0457443853651537,5.88235294117647,0.0588235294117647
IRN,2018,2082,2051,15713,879,16592,0.0529773384763741,0.0451979335770565,5.88235294117647,0.0588235294117647
IRN,2019,2381,2332,17973,808,18781,0.0430222032905596,0.0407214829024847,5.88235294117647,0.0588235294117647
IRN,2020,9124,8943,38876,1493,40369,0.0369838242215561,0.0264629492842468,5.59440559440559,0.055944055944055895
IRN,2021,14489,13980,79315,3951,83266,0.0474503398746186,0.0386722986546792,5.59440559440559,0.055944055944055895
IRN,2022,16188,15804,114569,7695,122264,0.0629375777007132,0.0523738451426925,5.59440559440559,0.055944055944055895
IRN,2023,2046,2020,12494,785,13279,0.0591158972814217,0.0480567471388712,5.59440559440559,0.055944055944055895
IRN,2024,734,720,2901,119,3020,0.0394039735099337,0.035065730137668,4.82758620689655,0.048275862068965496
IRQ,2019,868,852,4183,493,4676,0.105431993156544,0.0949084216980276,25.2279635258359,0.252279635258359
IRQ,2020,1636,1512,7927,744,8671,0.0858032522200438,0.0852518111025132,26.4437689969605,0.264437689969605
IRQ,2021,1513,1469,7275,734,8009,0.0916468972406043,0.0877196547148674,28.8753799392097,0.288753799392097
IRQ,2022,894,863,3719,451,4170,0.1081534772182254,0.1048307831901136,28.8753799392097,0.288753799392097
IRQ,2023,10,8,28,10,38,0.2631578947368421,0.3413461538461538,29.0519877675841,0.29051987767584103
IRQ,2024,1335,1264,6989,715,7704,0.0928089304257528,0.0892169853663842,28.8753799392097,0.288753799392097
ISL,2018,69,47,211,55,266,0.206766917293233,0.2510594015913165,38.0952380952381,0.38095238095238104
ISL,2019,73,58,336,81,417,0.1942446043165467,0.1635321172072533,38.0952380952381,0.38095238095238104
ISL,2020,83,66,217,116,333,0.3483483483483483,0.5296943295782305,38.0952380952381,0.38095238095238104
ISL,2021,83,67,241,98,339,0.2890855457227139,0.2541811726952201,47.6190476190476,0.476190476190476
ISL,2022,98,76,336,129,465,0.2774193548387096,0.3603779251254295,47.6190476190476,0.476190476190476
ISL,2023,102,69,337,80,417,0.1918465227817745,0.2375003547351777,47.6190476190476,0.476190476190476
ISL,2024,74,56,374,80,454,0.1762114537444934,0.1798991100959256,46.031746031746,0.46031746031746
ISR,1994,1,0,0,0,0,,,7.5,0.075
ISR,2001,2,2,23,3,26,0.1153846153846153,0.1,13.3333333333333,0.133333333333333
ISR,2002,3,3,9,0,9,0.0,0.0,14.1666666666667,0.141666666666667
ISR,2005,9,6,18,0,18,0.0,0.0,15.0,0.15
ISR,2006,4,4,8,3,11,0.2727272727272727,0.375,14.1666666666667,0.141666666666667
ISR,2007,3,2,10,2,12,0.1666666666666666,0.1875,14.1666666666667,0.141666666666667
ISR,2008,17,8,18,8,26,0.3076923076923077,0.4236111111111111,14.1666666666667,0.141666666666667
ISR,2009,6,5,10,1,11,0.0909090909090909,0.2,18.3333333333333,0.18333333333333302
ISR,2011,4,3,15,1,16,0.0625,0.0476190476190476,20.0,0.2
ISR,2012,8,7,18,4,22,0.1818181818181818,0.1507936507936507,20.0,0.2
ISR,2013,13,13,79,14,93,0.1505376344086021,0.1065287653522947,22.5,0.225
ISR,2014,18,17,105,8,113,0.0707964601769911,0.0671482628138974,22.5,0.225
ISR,2015,12,11,32,3,35,0.0857142857142857,0.0675324675324675,26.6666666666667,0.266666666666667
ISR,2016,4,4,20,0,20,0.0,0.0,26.6666666666667,0.266666666666667
ISR,2017,4,4,17,2,19,0.1052631578947368,0.05,27.5,0.275
ISR,2018,253,236,854,91,945,0.0962962962962963,0.0634038706944988,27.5,0.275
ISR,2019,71,63,235,29,264,0.1098484848484848,0.061562049062049,23.3333333333333,0.233333333333333
ISR,2020,104,98,286,36,322,0.1118012422360248,0.0901077097505669,27.5,0.275
ISR,2021,267,252,940,129,1069,0.1206735266604303,0.0787658788204229,28.3333333333333,0.283333333333333
ISR,2022,307,258,1131,161,1292,0.1246130030959752,0.1008448088592447,23.3333333333333,0.233333333333333
ISR,2023,217,193,1028,156,1184,0.1317567567567567,0.0901443393698922,24.1666666666667,0.241666666666667
ISR,2024,56,46,223,27,250,0.108,0.0880206075538556,25.0,0.25
ITA,2013,1,0,0,0,0,,,31.4285714285714,0.314285714285714
ITA,2014,7,7,31,5,36,0.1388888888888889,0.1726190476190476,31.4285714285714,0.314285714285714
ITA,2015,9,7,12,6,18,0.3333333333333333,0.2857142857142857,30.952380952381,0.30952380952381
ITA,2016,5,5,55,12,67,0.1791044776119403,0.1326315789473684,30.952380952381,0.30952380952381
ITA,2017,49,47,206,26,232,0.1120689655172413,0.083599084130999,30.952380952381,0.30952380952381
ITA,2018,30,29,114,6,120,0.05,0.0316962730755834,35.7142857142857,0.357142857142857
ITA,2019,56,52,329,63,392,0.1607142857142857,0.1831674681825015,35.7142857142857,0.357142857142857
ITA,2020,21,15,57,9,66,0.1363636363636363,0.1353606237816764,35.7142857142857,0.357142857142857
ITA,2021,12,8,28,7,35,0.2,0.1422258297258297,35.7142857142857,0.357142857142857
ITA,2022,80,35,171,51,222,0.2297297297297297,0.3730150654299261,32.25,0.3225
ITA,2023,405,281,763,377,1140,0.3307017543859649,0.5953963740579707,32.25,0.3225
ITA,2024,343,232,794,369,1163,0.3172828890799656,0.5880213343085937,32.25,0.3225
JAM,2016,45,44,196,40,236,0.1694915254237288,0.1532096171802054,17.4603174603175,0.174603174603175
JAM,2017,136,127,749,153,902,0.1696230598669623,0.1691295471807282,17.4603174603175,0.174603174603175
JAM,2018,98,87,470,105,575,0.1826086956521739,0.14950684692064,17.4603174603175,0.174603174603175
JAM,2019,129,115,562,94,656,0.1432926829268292,0.151611335524379,17.4603174603175,0.174603174603175
JAM,2020,120,99,381,44,425,0.1035294117647058,0.1060759526668617,28.5714285714286,0.28571428571428603
JAM,2021,86,67,211,30,241,0.1244813278008298,0.1658805539402554,28.5714285714286,0.28571428571428603
JAM,2022,153,110,510,88,598,0.1471571906354515,0.1277950473794463,28.5714285714286,0.28571428571428603
JAM,2023,52,37,168,41,209,0.1961722488038277,0.1742360867360867,28.5714285714286,0.28571428571428603
JAM,2024,124,111,609,135,744,0.1814516129032258,0.172323244227269,27.4193548387097,0.27419354838709703
JOR,2021,28,20,90,15,105,0.1428571428571428,0.1574621212121212,11.5384615384615,0.11538461538461499
JOR,2022,27,17,89,10,99,0.101010101010101,0.1365546218487394,12.3076923076923,0.123076923076923
JOR,2023,52,41,121,28,149,0.1879194630872483,0.3073170731707317,12.3076923076923,0.123076923076923
JOR,2024,52,40,234,50,284,0.176056338028169,0.1792944677871148,19.5652173913043,0.19565217391304301
JPN,1998,1,1,1,0,1,0.0,0.0,4.6,0.046
JPN,2000,1,0,0,0,0,,,7.29166666666667,0.0729166666666667
JPN,2001,1,1,1,1,2,0.5,0.5,7.29166666666667,0.0729166666666667
JPN,2008,22,2,3,1,4,0.25,0.1666666666666666,9.375,0.09375
JPN,2009,9,2,11,0,11,0.0,0.0,11.25,0.1125
JPN,2010,4,0,0,0,0,,,11.25,0.1125
JPN,2011,1,0,0,0,0,,,10.8333333333333,0.108333333333333
JPN,2013,74,69,363,39,402,0.0970149253731343,0.0856517073908378,8.125,0.08125
JPN,2014,115,112,588,60,648,0.0925925925925925,0.1012189629639734,8.125,0.08125
JPN,2015,123,123,658,68,726,0.09366391184573,0.0953677566123764,9.47368421052632,0.0947368421052632
JPN,2016,194,191,1118,116,1234,0.0940032414910859,0.1089771159173279,9.47368421052632,0.0947368421052632
JPN,2017,317,314,1947,153,2100,0.0728571428571428,0.0755477134434609,10.1075268817204,0.101075268817204
JPN,2018,401,398,2115,189,2304,0.08203125,0.0668365407904823,10.1075268817204,0.101075268817204
JPN,2019,262,251,1227,116,1343,0.086373790022338,0.0775744743479069,10.1075268817204,0.101075268817204
JPN,2020,94,86,389,39,428,0.0911214953271028,0.0741409411382051,9.89247311827957,0.0989247311827957
JPN,2021,184,169,547,68,615,0.1105691056910569,0.0901557679664188,9.67741935483871,0.0967741935483871
JPN,2022,1315,1301,9383,1076,10459,0.102877904197342,0.1060171293981128,9.91379310344828,0.09913793103448279
JPN,2023,3772,3758,28152,4096,32248,0.1270156288762093,0.1239913999581311,10.3448275862069,0.103448275862069
JPN,2024,3313,3312,30288,4536,34824,0.1302549965541006,0.1314971593834229,15.6989247311828,0.156989247311828
KAZ,2012,17,17,162,19,181,0.1049723756906077,0.0801448407417265,24.2990654205607,0.242990654205607
KAZ,2013,31,31,230,33,263,0.1254752851711026,0.0720197365358655,24.2990654205607,0.242990654205607
KAZ,2014,296,295,2237,311,2548,0.1220565149136577,0.0681030282539735,25.2173913043478,0.25217391304347797
KAZ,2015,278,275,2734,525,3259,0.1610923596195151,0.1281874752443371,26.1682242990654,0.261682242990654
KAZ,2016,373,368,3287,416,3703,0.1123413448555225,0.092003721316083,27.1028037383178,0.271028037383178
KAZ,2017,498,485,4382,664,5046,0.1315893777249306,0.1060588709119925,27.1028037383178,0.271028037383178
KAZ,2018,690,677,6430,977,7407,0.1319022546240043,0.10157328159707,27.1028037383178,0.271028037383178
KAZ,2019,898,880,7306,1135,8441,0.1344627413813529,0.1159251462816989,27.1028037383178,0.271028037383178
KAZ,2020,553,516,4038,353,4391,0.0803917103165565,0.066602168809431,27.1028037383178,0.271028037383178
KAZ,2021,439,431,2084,153,2237,0.0683951721054984,0.0675104061039282,27.1028037383178,0.271028037383178
KAZ,2022,652,642,4197,556,4753,0.1169787502629918,0.1036654631023027,27.3584905660377,0.27358490566037696
KAZ,2023,673,664,4596,632,5228,0.1208875286916602,0.1191940525553446,18.3673469387755,0.183673469387755
KAZ,2024,427,412,3147,568,3715,0.1528936742934051,0.1423982447270962,19.3877551020408,0.193877551020408
KEN,2022,2,2,7,2,9,0.2222222222222222,0.1428571428571428,23.4285714285714,0.234285714285714
KEN,2023,1,1,10,7,17,0.4117647058823529,0.4117647058823529,23.2758620689655,0.23275862068965497
KEN,2024,158,155,1467,272,1739,0.156411730879816,0.1478202204780631,23.2758620689655,0.23275862068965497
KGZ,2018,60,60,285,61,346,0.176300578034682,0.1386759931245225,19.1666666666667,0.19166666666666698
KGZ,2019,4114,3841,22908,4753,27661,0.171830374896063,0.1515361650015142,19.1666666666667,0.19166666666666698
KGZ,2020,8003,6877,37157,5309,42466,0.1250176611877737,0.1119726484062342,16.5217391304348,0.16521739130434798
KGZ,2021,12463,11379,64964,11113,76077,0.1460756864755445,0.1276472985342481,20.4545454545455,0.204545454545455
KGZ,2022,11376,10509,64006,12696,76702,0.1655237151573622,0.144016361262839,20.4545454545455,0.204545454545455
KGZ,2023,7230,6673,38027,7677,45704,0.167972168737966,0.142533822014569,20.0,0.2
KGZ,2024,7173,6602,39224,7190,46414,0.154910156418322,0.1280331819891842,21.1111111111111,0.211111111111111
KHM,2016,118,118,650,44,694,0.063400576368876,0.0829469633058865,20.3252032520325,0.203252032520325
KHM,2017,3107,3021,25943,5188,31131,0.1666506055057659,0.1396135959272502,20.3252032520325,0.203252032520325
KHM,2018,4620,4505,37610,7347,44957,0.1634228262562003,0.1371647139258243,20.0,0.2
KHM,2019,5220,5154,42588,7130,49718,0.1434088257773844,0.1306379541930381,20.0,0.2
KHM,2020,2450,2357,19373,3591,22964,0.1563751959588921,0.142055269570539,20.0,0.2
KHM,2021,1539,1361,9550,1072,10622,0.1009226134437959,0.1055033057595409,21.6,0.21600000000000003
KHM,2022,5317,5158,43080,7001,50081,0.1397935344741518,0.1363491528668287,20.8,0.20800000000000002
KHM,2023,12215,10941,88800,21557,110357,0.195338764192575,0.1869326247948572,13.6,0.136
KHM,2024,7343,6696,46808,9601,56409,0.1702033363470368,0.1641476321226831,13.6,0.136
KNA,2021,1,0,0,0,0,,,25.0,0.25
KOR,2013,8,8,55,5,60,0.0833333333333333,0.0734126984126984,15.6666666666667,0.156666666666667
KOR,2014,1281,1167,7312,1184,8496,0.1393596986817326,0.1727800573793973,16.3333333333333,0.163333333333333
KOR,2015,1398,1277,7791,1458,9249,0.1576386636393123,0.1800646403037409,16.3333333333333,0.163333333333333
KOR,2016,1277,1167,6807,1320,8127,0.162421557770395,0.1686322775410319,17.0,0.17
KOR,2017,974,932,4736,720,5456,0.1319648093841642,0.1341217128970395,17.0,0.17
KOR,2018,1014,960,5056,1118,6174,0.1810819565921606,0.1954689909696903,17.0,0.17
KOR,2019,736,704,3561,722,4283,0.1685734298388979,0.1963308951497185,16.6666666666667,0.166666666666667
KOR,2020,516,465,1842,422,2264,0.1863957597173144,0.2846231145025212,19.0,0.19
KOR,2021,447,410,1843,336,2179,0.1541991739329967,0.1456632500721059,19.0,0.19
KOR,2022,368,339,1708,324,2032,0.1594488188976378,0.1449594436865344,18.6440677966102,0.186440677966102
KOR,2023,579,545,3203,670,3873,0.1729925122643945,0.1588106106423912,19.0635451505017,0.19063545150501698
KOR,2024,443,369,2227,471,2698,0.1745737583395107,0.1579497904617542,20.0,0.2
KWT,2023,190,189,949,168,1117,0.1504028648164727,0.1094678511931959,3.07692307692308,0.030769230769230802
KWT,2024,101,100,492,126,618,0.203883495145631,0.14485129913485,3.07692307692308,0.030769230769230802
LBR,2009,1,0,0,0,0,,,12.5,0.125
LBR,2011,14,9,16,8,24,0.3333333333333333,0.5333333333333333,9.58904109589041,0.0958904109589041
LBR,2012,30,24,18,14,32,0.4375,0.5,10.958904109589,0.10958904109589
LBR,2013,74,64,121,30,151,0.1986754966887417,0.3663060897435897,10.958904109589,0.10958904109589
LBR,2014,220,180,532,97,629,0.1542130365659777,0.298742209134366,10.958904109589,0.10958904109589
LBR,2015,227,200,370,125,495,0.2525252525252525,0.4427651931401931,10.958904109589,0.10958904109589
LBR,2016,260,222,418,159,577,0.2755632582322357,0.5086752336752337,10.958904109589,0.10958904109589
LBR,2017,222,189,411,123,534,0.2303370786516854,0.4265215971565178,9.85915492957746,0.0985915492957746
LBR,2018,202,179,534,39,573,0.0680628272251308,0.0401950702928356,12.3287671232877,0.123287671232877
LBR,2019,152,148,397,27,424,0.0636792452830188,0.0396347392670922,12.3287671232877,0.123287671232877
LBR,2020,114,112,229,19,248,0.0766129032258064,0.0546804138321995,12.3287671232877,0.123287671232877
LBR,2021,74,72,184,18,202,0.0891089108910891,0.042824074074074,10.958904109589,0.10958904109589
LBR,2022,10,10,15,3,18,0.1666666666666666,0.125,10.958904109589,0.10958904109589
LBR,2023,13,13,30,4,34,0.1176470588235294,0.1217948717948717,10.958904109589,0.10958904109589
LBR,2024,127,123,325,70,395,0.1772151898734177,0.1485724813388484,10.958904109589,0.10958904109589
LKA,2015,1,1,2,0,2,0.0,0.0,4.88888888888889,0.0488888888888889
LKA,2016,1,1,2,0,2,0.0,0.0,5.77777777777778,0.0577777777777778
LKA,2018,4,4,44,4,48,0.0833333333333333,0.0513392857142857,5.77777777777778,0.0577777777777778
LKA,2019,10,10,66,9,75,0.12,0.0819607843137254,5.33333333333333,0.0533333333333333
LKA,2020,16,15,70,15,85,0.1764705882352941,0.122064972064972,5.38116591928251,0.0538116591928251
LKA,2021,15,15,59,18,77,0.2337662337662337,0.2667480667480667,5.38116591928251,0.0538116591928251
LKA,2023,31,31,151,31,182,0.1703296703296703,0.1754425681845036,5.33333333333333,0.0533333333333333
LKA,2024,4,4,12,6,18,0.3333333333333333,0.5643939393939393,10.0,0.1
LSO,2023,63,55,302,73,375,0.1946666666666666,0.1668927816718416,26.4462809917355,0.264462809917355
LSO,2024,53,47,245,40,285,0.1403508771929824,0.1357623759219503,25.0,0.25
LTU,2020,16,11,19,14,33,0.4242424242424242,0.5174825174825175,26.9503546099291,0.269503546099291
LTU,2021,245,183,301,205,506,0.4051383399209486,0.6715836210291369,27.6595744680851,0.276595744680851
LTU,2022,220,169,585,239,824,0.2900485436893203,0.4281051435898286,28.3687943262411,0.28368794326241104
LTU,2023,164,134,396,207,603,0.3432835820895522,0.5150689286558852,28.3687943262411,0.28368794326241104
LTU,2024,166,143,455,223,678,0.3289085545722713,0.473799219608828,28.3687943262411,0.28368794326241104
LUX,2018,40,35,317,80,397,0.2015113350125944,0.1950738290654257,20.0,0.2
LUX,2019,64,61,707,170,877,0.193842645381984,0.1917055546623379,25.0,0.25
LUX,2020,40,38,275,16,291,0.0549828178694158,0.042488283018637,30.0,0.3
LUX,2021,2,2,2,2,4,0.5,0.5,35.0,0.35
LUX,2022,367,355,2273,499,2772,0.18001443001443,0.1753013837293421,33.3333333333333,0.333333333333333
LUX,2023,271,258,1431,249,1680,0.1482142857142857,0.1388773592760482,33.3333333333333,0.333333333333333
LUX,2024,580,570,3837,824,4661,0.1767860974039905,0.1869549472627768,33.3333333333333,0.333333333333333
LVA,2015,2,1,8,5,13,0.3846153846153846,0.3846153846153846,18.0,0.18
LVA,2016,102,86,576,59,635,0.0929133858267716,0.0928760221766377,18.0,0.18
LVA,2017,55,43,191,11,202,0.0544554455445544,0.0563120209324039,16.0,0.16
LVA,2018,76,60,305,56,361,0.1551246537396121,0.1290228971558895,31.0,0.31
LVA,2019,61,48,188,26,214,0.1214953271028037,0.1416441197691197,30.0,0.3
LVA,2020,507,419,1498,326,1824,0.1787280701754386,0.2343679257513957,30.0,0.3
LVA,2021,396,333,1050,214,1264,0.1693037974683544,0.2086232794045683,29.0,0.29
LVA,2022,354,309,1441,517,1958,0.2640449438202247,0.2442136591747667,30.0,0.3
LVA,2023,522,455,2214,865,3079,0.2809353686261773,0.2429233717113358,32.0,0.32
LVA,2024,731,602,2807,1177,3984,0.2954317269076305,0.3138758018166908,32.0,0.32
MAR,2020,637,519,1336,160,1496,0.106951871657754,0.1123733871566241,20.5063291139241,0.205063291139241
MAR,2021,420,369,867,95,962,0.0987525987525987,0.0655556841532451,22.7848101265823,0.227848101265823
MAR,2022,504,449,1290,157,1447,0.1085003455425017,0.0965096773602258,24.0506329113924,0.24050632911392397
MAR,2023,454,401,1114,147,1261,0.1165741475019825,0.0785636571796172,24.3037974683544,0.243037974683544
MAR,2024,306,278,714,100,814,0.1228501228501228,0.0904335882160124,24.3037974683544,0.243037974683544
MDA,2014,74,62,428,47,475,0.0989473684210526,0.0879297061173122,17.8217821782178,0.178217821782178
MDA,2015,666,653,2748,459,3207,0.1431244153414406,0.1417311330154649,21.7821782178218,0.21782178217821802
MDA,2016,1342,1336,6375,1087,7462,0.1456714017689627,0.1477756290128017,21.7821782178218,0.21782178217821802
MDA,2017,1700,1625,7820,1597,9417,0.1695869172772645,0.1630884307783041,22.7722772277228,0.227722772277228
MDA,2018,1772,1658,7685,1538,9223,0.1667570204922476,0.1792568328743669,22.7722772277228,0.227722772277228
MDA,2019,1285,1196,5532,1358,6890,0.1970972423802612,0.2026530407680293,25.7425742574257,0.257425742574257
MDA,2020,4736,4422,18095,2934,21029,0.1395216130106044,0.1362046920668287,24.7524752475248,0.247524752475248
MDA,2021,2797,2674,9734,2257,11991,0.1882245017096155,0.2179565780479637,39.6039603960396,0.39603960396039595
MDA,2022,6685,6274,27684,9518,37202,0.255846459867749,0.3144981008746776,40.5940594059406,0.40594059405940597
MDA,2023,3025,2841,13291,4172,17463,0.2389051136688999,0.255842824447861,38.6138613861386,0.38613861386138604
MDA,2024,3890,3535,17447,5326,22773,0.2338734466253897,0.2277667713551686,40.8163265306122,0.408163265306122
MDG,2021,11,6,42,10,52,0.1923076923076923,0.1486363636363636,17.8807947019868,0.17880794701986802
MDG,2022,174,149,1211,238,1449,0.1642512077294686,0.1719458357340939,18.5430463576159,0.185430463576159
MDG,2023,129,102,743,151,894,0.168903803131991,0.166759557833588,18.5430463576159,0.185430463576159
MDG,2024,154,139,730,246,976,0.2520491803278688,0.2385059289834446,15.9509202453988,0.159509202453988
MDV,2009,242,242,1225,121,1346,0.0898959881129271,0.0829193470368981,6.49350649350649,0.0649350649350649
MDV,2010,363,360,1851,231,2082,0.1109510086455331,0.1044308547465797,6.49350649350649,0.0649350649350649
MDV,2011,1009,996,5318,863,6181,0.1396214204821226,0.1142456069146391,6.49350649350649,0.0649350649350649
MDV,2012,1110,1100,5539,836,6375,0.1311372549019608,0.1128503792205868,6.49350649350649,0.0649350649350649
MDV,2013,857,845,3385,627,4012,0.1562811565304087,0.1339906907962489,6.49350649350649,0.0649350649350649
MDV,2014,890,884,3746,762,4508,0.1690328305235137,0.1631689790133502,5.88235294117647,0.0588235294117647
MDV,2015,657,631,2813,654,3467,0.1886357081049899,0.1717871641223348,5.88235294117647,0.0588235294117647
MDV,2016,605,555,2980,644,3624,0.1777041942604856,0.1503745466560112,5.88235294117647,0.0588235294117647
MDV,2017,667,625,3552,682,4234,0.161076995748701,0.1285611140531911,5.88235294117647,0.0588235294117647
MDV,2018,612,489,2876,601,3477,0.1728501581823411,0.1428687765591125,5.88235294117647,0.0588235294117647
MDV,2019,1713,1707,9727,1882,11609,0.1621155999655439,0.1424194643719691,4.59770114942529,0.0459770114942529
